# COLUMN pl_defaultname: NEA-style planet name (host + letter, e.g., "HAT-P-11 b")
# COLUMN hostname: Host star name
# COLUMN tic_id: TESS Input Catalog ID (e.g., "TIC 350020859")
# COLUMN pl_letter: Planet letter (b, c, ...)
# COLUMN pl_orbper: Orbital period [days]
# COLUMN pl_orbpererr1: Orbital period upper unc. [days]
# COLUMN pl_orbpererr2: Orbital period lower unc. [days]
# COLUMN pl_tranmid: Transit mid-time [BJD]
# COLUMN pl_tranmiderr1: Transit mid-time upper unc. [days]
# COLUMN pl_tranmiderr2: Transit mid-time lower unc. [days]
# COLUMN pl_tsystemref: Time system for transit mid-time (BJD_TDB)
# COLUMN pl_orbsmax: Orbital semi-major axis [AU]
# COLUMN pl_orbsmaxerr1: Semi-major axis upper unc. [AU]
# COLUMN pl_orbsmaxerr2: Semi-major axis lower unc. [AU]
# COLUMN pl_orbeccen: Orbital eccentricity (free only if a non-RM RV instrument is present and f_c/f_s float)
# COLUMN pl_orbeccenerr1: Eccentricity upper unc.
# COLUMN pl_orbeccenerr2: Eccentricity lower unc.
# COLUMN pl_orblper: Argument of periastron [deg] (reported when eccentricity is free)
# COLUMN pl_orblpererr1: Argument of periastron upper unc. [deg]
# COLUMN pl_orblpererr2: Argument of periastron lower unc. [deg]
# COLUMN pl_orbincl: Orbital inclination [deg]
# COLUMN pl_orbinclerr1: Inclination upper unc. [deg]
# COLUMN pl_orbinclerr2: Inclination lower unc. [deg]
# COLUMN pl_imppar: Impact parameter
# COLUMN pl_impparerr1: Impact parameter upper unc.
# COLUMN pl_impparerr2: Impact parameter lower unc.
# COLUMN pl_radj: Planet radius [R_Jup]
# COLUMN pl_radjerr1: Planet radius upper unc. [R_Jup]
# COLUMN pl_radjerr2: Planet radius lower unc. [R_Jup]
# COLUMN pl_massj: Planet mass [M_Jup] (reported for transiting planets with non-RM RV and free K)
# COLUMN pl_massjerr1: Planet mass upper unc. [M_Jup]
# COLUMN pl_massjerr2: Planet mass lower unc. [M_Jup]
# COLUMN pl_msinij: Minimum mass m sin i [M_Jup] (used in lieu of pl_massj for non-transiting planets)
# COLUMN pl_msinijerr1: m sin i upper unc. [M_Jup]
# COLUMN pl_msinijerr2: m sin i lower unc. [M_Jup]
# COLUMN pl_trandep: Transit depth [%] (allesfast ppt / 10)
# COLUMN pl_trandeperr1: Transit depth upper unc. [%]
# COLUMN pl_trandeperr2: Transit depth lower unc. [%]
# COLUMN pl_trandur: Transit duration T_14 [hours]
# COLUMN pl_trandurerr1: Transit duration upper unc. [hours]
# COLUMN pl_trandurerr2: Transit duration lower unc. [hours]
# COLUMN pl_ratdor: a / R*
# COLUMN pl_ratdorerr1: a / R* upper unc.
# COLUMN pl_ratdorerr2: a / R* lower unc.
# COLUMN pl_ratror: Rp / R*
# COLUMN pl_ratrorerr1: Rp / R* upper unc.
# COLUMN pl_ratrorerr2: Rp / R* lower unc.
# COLUMN pl_rvamp: RV semi-amplitude K [m/s]
# COLUMN pl_rvamperr1: K upper unc. [m/s]
# COLUMN pl_rvamperr2: K lower unc. [m/s]
# COLUMN pl_eqt: Equilibrium temperature [K]
# COLUMN pl_eqterr1: T_eq upper unc. [K]
# COLUMN pl_eqterr2: T_eq lower unc. [K]
# COLUMN pl_projobliq: Sky-projected obliquity lambda [deg]
# COLUMN pl_projobliqerr1: lambda upper unc. [deg]
# COLUMN pl_projobliqerr2: lambda lower unc. [deg]
# COLUMN pl_trueobliq: True obliquity psi [deg] (reserved; empty unless derived)
# COLUMN pl_trueobliqerr1: psi upper unc. [deg]
# COLUMN pl_trueobliqerr2: psi lower unc. [deg]
# COLUMN rm_snr_combined: Combined matched-filter RM SNR following Kipping (2024); per-dataset SNR = sqrt(Delta chi^2) (with vs. without RM signal, using effective error sqrt(err^2 + jitter)); multiple RM datasets combined in quadrature
# COLUMN st_name: Star name (same as hostname)
# COLUMN host_star_flag: Always 1 (this row is the host star)
# COLUMN st_refname: Reference / publication identifier (placeholder "999" until assigned)
# COLUMN st_teff: Effective temperature T_eff [K]
# COLUMN st_tefferr1: T_eff upper unc. [K]
# COLUMN st_tefferr2: T_eff lower unc. [K]
# COLUMN st_rad: Stellar radius R* [R_Sun]
# COLUMN st_raderr1: R* upper unc. [R_Sun]
# COLUMN st_raderr2: R* lower unc. [R_Sun]
# COLUMN st_mass: Stellar mass M* [M_Sun]
# COLUMN st_masserr1: M* upper unc. [M_Sun]
# COLUMN st_masserr2: M* lower unc. [M_Sun]
# COLUMN st_met: Metallicity [Fe/H] [dex] (sigma floor 0.08 dex)
# COLUMN st_meterr1: Metallicity upper unc. [dex]
# COLUMN st_meterr2: Metallicity lower unc. [dex]
# COLUMN st_metratio: Metallicity convention (always "[Fe/H]")
# COLUMN st_logg: Surface gravity log g* [cgs]
# COLUMN st_loggerr1: log g* upper unc. [cgs]
# COLUMN st_loggerr2: log g* lower unc. [cgs]
# COLUMN st_age: Stellar age [Gyr]
# COLUMN st_ageerr1: Age upper unc. [Gyr]
# COLUMN st_ageerr2: Age lower unc. [Gyr]
# COLUMN st_vsin: Projected rotation velocity v sin i* [km/s]
# COLUMN st_vsinerr1: v sin i* upper unc. [km/s]
# COLUMN st_vsinerr2: v sin i* lower unc. [km/s]
# COLUMN rv_flag: 1 if any RV data is present in the fit, else 0
# COLUMN tran_flag: 1 if any photometry is fit, else 0
# COLUMN peak_prob: For bimodal A_mstar systems: probability mass under this row's stellar-mass mode (Major row > Minor); 1.0 for single-mode systems
# COLUMN BinaryMultiStarFlag: Y if SOCat (May16SoCat.csv) lists any binary/multi-star indicator for this host TIC, else N
#
pl_defaultname,hostname,tic_id,pl_letter,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tsystemref,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_imppar,pl_impparerr1,pl_impparerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_massj,pl_massjerr1,pl_massjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,rm_snr_combined,st_name,host_star_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_vsin,st_vsinerr1,st_vsinerr2,rv_flag,tran_flag,peak_prob,BinaryMultiStarFlag
TOI-1670 c,TOI-1670,TIC 441739020,c,40.750042,0.000012,-0.000012,2459728.88439,0.00021,-0.00021,BJD_TDB,0.246,0.008,-0.010,0.080,0.049,-0.045,107,33,-33,88.92,0.07,-0.10,0.745,0.016,-0.020,0.934,0.014,-0.009,0.65,0.11,-0.09,,,,0.5996,0.0028,-0.0031,5.363,0.026,-0.026,42.3,1.5,-1.8,0.0766,0.0011,-0.0008,32.6,5.3,-4.4,627,14,-11,-2.1,2.7,-2.5,,,,18.24,TOI-1670,1,999,6290,90,-110,1.273,0.047,-0.039,1.258,0.049,-0.061,0.152,0.075,-0.074,[Fe/H],4.329,0.031,-0.042,1.3,1.6,-0.9,8.62,0.54,-0.52,1,1,1.0,N
TOI-1694 b,TOI-1694,TIC 396740648,b,3.7701239,0.0000073,-0.0000082,2458817.26647,0.00041,-0.00038,BJD_TDB,0.0432,0.0014,-0.0013,0.147,0.047,-0.041,241,16,-16,89.14,0.52,-0.60,0.20,0.15,-0.12,0.4656,0.0078,-0.0070,0.0828,0.0091,-0.0086,,,,0.4621,0.0095,-0.0089,2.851,0.033,-0.028,11.81,0.37,-0.35,0.0609,0.0010,-0.0009,12.4,1.3,-1.2,950,14,-15,-37,29,-22,,,,9.04,TOI-1694,1,999,4979,72,-70,0.811,0.024,-0.023,0.828,0.036,-0.030,0.146,0.071,-0.072,[Fe/H],4.539,0.030,-0.028,8.2,4.0,-4.9,1.66,0.47,-0.32,1,1,1.0,N
TOI-1759 b,TOI-1759,TIC 408636441,b,18.850044,0.000012,-0.000012,2458745.46594,0.00087,-0.00084,BJD_TDB,0.1203,0.0032,-0.0032,0.16,0.42,-0.13,210,120,-80,89.64,0.29,-0.32,0.24,0.26,-0.19,0.340,0.028,-0.026,0.0061,0.0059,-0.0042,,,,0.372,0.063,-0.055,3.571,0.064,-0.046,41.8,1.1,-1.1,0.0566,0.0047,-0.0044,0.68,0.75,-0.47,399.3,5.5,-5.3,-9,22,-30,,,,6.81,TOI-1759,1,999,4005,56,-58,0.615,0.019,-0.018,0.642,0.026,-0.027,0.28,0.16,-0.16,[Fe/H],4.668,0.024,-0.025,6.8,4.7,-4.7,0.84,0.30,-0.18,1,1,1.0,Y
TOI-1836 b,TOI-1836,TIC 207468071,b,20.380814,0.000010,-0.000011,2459646.49467,0.00040,-0.00036,BJD_TDB,0.1581,0.0084,-0.0080,0.199,0.077,-0.073,66,55,-36,89.31,0.42,-0.53,0.21,0.18,-0.13,0.791,0.053,-0.025,0.090,0.022,-0.022,,,,0.281,0.042,-0.024,6.559,0.043,-0.034,20.8,1.1,-1.1,0.0496,0.0033,-0.0016,5.9,1.4,-1.4,892,24,-23,47,19,-21,,,,8.39,TOI-1836,1,999,6260,140,-130,1.634,0.069,-0.067,1.27,0.07,-0.11,-0.075,0.062,-0.067,[Fe/H],4.114,0.050,-0.054,3.4,1.8,-1.0,7.3,1.9,-1.2,1,1,1.0,N
TOI-1842 b,TOI-1842,TIC 404505029,b,9.573926,0.000014,-0.000014,2458933.33626,0.00078,-0.00077,BJD_TDB,0.1127,0.0044,-0.0038,0.202,0.051,-0.051,71,13,-14,85.03,0.39,-0.40,0.749,0.026,-0.033,1.239,0.024,-0.020,0.211,0.019,-0.019,,,,0.313,0.012,-0.010,4.239,0.053,-0.052,10.66,0.41,-0.36,0.0560,0.0011,-0.0009,17.4,1.4,-1.4,1179,20,-22,-77,16,-18,,,,10.46,TOI-1842,1,999,6000,100,-100,2.029,0.072,-0.072,1.484,0.053,-0.050,0.365,0.065,-0.070,[Fe/H],3.994,0.035,-0.030,2.70,0.51,-0.53,5.13,0.64,-0.60,1,1,0.8589,N
TOI-1842 b,TOI-1842,TIC 404505029,b,9.573927,0.000015,-0.000015,2458933.33622,0.00088,-0.00090,BJD_TDB,0.1081,0.0060,-0.0046,0.235,0.061,-0.058,75,14,-14,84.57,0.60,-0.57,0.752,0.027,-0.038,1.242,0.027,-0.022,0.221,0.023,-0.024,,,,0.314,0.014,-0.012,4.248,0.059,-0.056,10.22,0.57,-0.44,0.0561,0.0012,-0.0010,17.6,1.7,-1.6,1204,27,-32,-78,20,-23,,,,10.46,TOI-1842,1,999,5960,120,-110,2.055,0.085,-0.081,1.34,0.16,-0.06,0.353,0.073,-0.077,[Fe/H],3.944,0.059,-0.041,4.3,0.7,-1.7,5.15,0.75,-0.67,1,1,0.1411,N
TOI-1859 b,TOI-1859,TIC 229742722,b,63.484134,0.000030,-0.000029,2458662.65041,0.00057,-0.00056,BJD_TDB,0.337,0.016,-0.017,0.566,0.056,-0.061,49,13,-13,88.80,0.22,-0.21,0.53,0.14,-0.13,0.973,0.034,-0.027,0.60,0.14,-0.14,,,,0.582,0.059,-0.031,4.955,0.038,-0.036,52.6,2.5,-2.7,0.0726,0.0025,-0.0020,30.3,6.7,-6.8,563,15,-13,-46,11,-11,,,,18.13,TOI-1859,1,999,6300,120,-120,1.380,0.057,-0.054,1.274,0.063,-0.075,0.130,0.076,-0.075,[Fe/H],4.264,0.044,-0.052,2.1,1.7,-1.3,13.07,0.48,-0.49,1,1,1.0,Y
TOI-1937A b,TOI-1937A,TIC 268301217,b,0.94667931,0.00000014,-0.00000014,2459085.91030,0.00018,-0.00019,BJD_TDB,0.01910,0.00042,-0.00042,0.022,0.022,-0.015,184,77,-80,77.87,0.51,-0.55,0.850,0.011,-0.013,1.344,0.038,-0.030,1.90,0.13,-0.12,,,,1.69,0.15,-0.12,1.389,0.019,-0.016,4.040,0.088,-0.090,0.1358,0.0039,-0.0030,378,23,-24,1941,22,-21,8.7,8.1,-7.3,,,,3.33,TOI-1937A,1,999,5920,170,-170,1.031,0.026,-0.025,1.087,0.047,-0.057,0.189,0.078,-0.080,[Fe/H],4.447,0.020,-0.023,1.7,2.5,-1.3,8.21,0.95,-0.94,1,1,1.0,Y
TOI-2025 b,TOI-2025,TIC 394050135,b,8.8720835,0.0000025,-0.0000026,2459089.53321,0.00024,-0.00024,BJD_TDB,0.0882,0.0019,-0.0026,0.4379,0.0092,-0.0095,91.0,2.9,-2.9,88.2,1.1,-1.0,0.22,0.11,-0.13,1.187,0.028,-0.031,3.85,0.13,-0.10,,,,0.719,0.032,-0.036,3.628,0.023,-0.021,12.35,0.27,-0.37,0.0794,0.0018,-0.0021,401.0,7.9,-7.9,1082,16,-12,-30,31,-20,,,,5.51,TOI-2025,1,999,5840,72,-78,1.520,0.041,-0.035,1.115,0.062,-0.049,0.158,0.065,-0.066,[Fe/H],4.125,0.023,-0.030,7.1,1.6,-1.7,3.85,0.52,-0.49,1,1,0.569,N
TOI-2025 b,TOI-2025,TIC 394050135,b,8.8720835,0.0000025,-0.0000026,2459089.53321,0.00024,-0.00025,BJD_TDB,0.0891,0.0015,-0.0020,0.4363,0.0093,-0.0095,91.2,3.0,-2.9,88.61,0.87,-0.89,0.17,0.10,-0.11,1.181,0.028,-0.034,3.82,0.11,-0.09,,,,0.715,0.034,-0.040,3.622,0.021,-0.020,12.48,0.21,-0.28,0.0791,0.0018,-0.0023,401.6,8.1,-8.1,1076,12,-9,-30,37,-21,,,,5.51,TOI-2025,1,999,5817,67,-70,1.537,0.035,-0.032,1.208,0.046,-0.074,0.179,0.066,-0.067,[Fe/H],4.145,0.017,-0.023,5.0,1.6,-0.9,3.89,0.53,-0.51,1,1,0.431,N
TOI-2031 b,TOI-2031,TIC 470127886,b,5.71548857,0.00000092,-0.00000092,2459886.04654,0.00010,-0.00011,BJD_TDB,0.0644,0.0024,-0.0031,0.062,0.076,-0.044,120,150,-90,88.39,0.34,-0.30,0.308,0.050,-0.063,1.2468,0.0083,-0.0080,0.68,0.18,-0.21,,,,1.219,0.012,-0.010,3.998,0.012,-0.012,11.32,0.42,-0.54,0.10473,0.00069,-0.00067,70,18,-22,1210,30,-22,-5,13,-12,,,,9.10,TOI-2031,1,999,6310,110,-120,1.235,0.044,-0.037,1.118,0.068,-0.075,-0.20,0.10,-0.13,[Fe/H],4.305,0.037,-0.050,3.3,2.3,-1.7,6.61,0.46,-0.46,1,1,1.0,Y
TOI-2046 b,TOI-2046,TIC 468574941,b,1.49718703,0.00000014,-0.00000014,2457792.27469,0.00022,-0.00022,BJD_TDB,0.02613,0.00057,-0.00046,0.018,0.020,-0.013,230,50,-120,84.72,0.41,-0.38,0.457,0.024,-0.028,1.3639,0.0080,-0.0086,2.247,0.078,-0.081,,,,1.6485,0.0062,-0.0055,2.4407,0.0072,-0.0068,4.91,0.11,-0.09,0.12242,0.00072,-0.00077,363,12,-12,1783,16,-19,-2.0,7.0,-6.7,,,,8.51,TOI-2046,1,999,6058,90,-84,1.177,0.024,-0.026,1.160,0.055,-0.058,0.118,0.097,-0.089,[Fe/H],4.360,0.022,-0.019,2.2,1.7,-1.3,8.80,0.77,-0.75,1,1,1.0,N
TOI-2076 b,TOI-2076,TIC 27491137,b,10.355173,0.000017,-0.000016,2458743.7266,0.0013,-0.0011,BJD_TDB,0.0882,0.0027,-0.0031,,,,,,,89.28,0.39,-0.28,0.31,0.10,-0.16,0.244,0.018,-0.012,,,,,,,0.127,0.019,-0.012,3.197,0.054,-0.056,24.39,0.74,-0.87,0.0323,0.0023,-0.0015,510,340,-350,685,12,-10,1,16,-17,,,,115.48,TOI-2076,1,999,5158,75,-80,0.765,0.025,-0.021,0.812,0.034,-0.033,-0.040,0.048,-0.052,[Fe/H],4.581,0.029,-0.034,4.9,5.2,-3.5,4.23,0.41,-0.42,1,1,1.0,N
TOI-2109 b,TOI-2109,TIC 392476080,b,0.672473576,0.000000092,-0.000000090,2459378.4588,0.0011,-0.0016,BJD_TDB,0.01678,0.00062,-0.00047,0.082,0.082,-0.055,196,46,-47,69.3,1.6,-1.5,0.7852,0.0073,-0.0080,1.300,0.010,-0.009,5.34,0.80,-0.80,,,,0.660,0.037,-0.035,1.9259,0.0092,-0.0095,2.201,0.081,-0.062,0.08150,0.00064,-0.00057,880,130,-130,2999,43,-54,,,,,,,,TOI-2109,1,999,6750,120,-100,1.680,0.048,-0.054,1.507,0.061,-0.062,0.067,0.076,-0.073,[Fe/H],4.164,0.034,-0.027,1.22,0.49,-0.44,,,,1,1,1.0,N
TOI-2119 b,TOI-2119,TIC 236387002,b,7.20085569,0.00000050,-0.00000051,2458958.678492,0.000046,-0.000046,BJD_TDB,0.06144,0.00029,-0.00028,0.3355,0.0011,-0.0011,358.99,0.23,-0.24,88.601,0.029,-0.024,0.5822,0.0078,-0.0098,1.0576,0.0064,-0.0073,65.02,0.34,-0.35,,,,5.504,0.044,-0.045,2.0931,0.0063,-0.0067,26.72,0.13,-0.12,0.2198,0.0013,-0.0015,10587,16,-20,457.9,1.0,-1.1,-1.7,1.9,-1.9,,,,26.91,TOI-2119,1,999,3712,36,-35,0.4693,0.0074,-0.0076,0.510,0.023,-0.023,0.046,0.071,-0.060,[Fe/H],4.8028,0.0076,-0.0079,6.5,4.8,-4.7,1.618,0.073,-0.078,1,1,1.0,N
TOI-2145 b,TOI-2145,TIC 88992642,b,10.2611528,0.0000054,-0.0000054,2459013.27928,0.00052,-0.00050,BJD_TDB,0.1093,0.0040,-0.0037,0.230,0.030,-0.029,98,10,-10,86.12,0.93,-0.72,0.42,0.07,-0.10,1.199,0.010,-0.010,5.08,0.36,-0.31,,,,0.1947,0.0018,-0.0017,7.446,0.031,-0.031,8.01,0.30,-0.27,0.04203,0.00036,-0.00035,359,21,-18,1359,24,-24,-10,19,-14,,,,12.64,TOI-2145,1,999,5990,110,-110,2.87,0.11,-0.11,1.555,0.047,-0.045,0.242,0.072,-0.075,[Fe/H],3.713,0.031,-0.030,2.60,0.22,-0.21,19.34,0.49,-0.50,1,1,0.7011,N
TOI-2145 b,TOI-2145,TIC 88992642,b,10.2611535,0.0000055,-0.0000054,2459013.27927,0.00049,-0.00049,BJD_TDB,0.1147,0.0035,-0.0044,0.220,0.028,-0.029,98,10,-11,87.1,1.3,-0.9,0.33,0.10,-0.15,1.192,0.011,-0.009,4.91,0.34,-0.29,,,,0.1946,0.0018,-0.0016,7.426,0.031,-0.028,8.41,0.25,-0.32,0.04176,0.00038,-0.00032,363,20,-19,1326,26,-20,-13,20,-15,,,,12.64,TOI-2145,1,999,6037,91,-98,2.827,0.096,-0.083,1.72,0.05,-0.13,0.265,0.073,-0.070,[Fe/H],3.771,0.026,-0.040,1.85,0.57,-0.20,19.34,0.50,-0.50,1,1,0.2989,N
TOI-2364 b,TOI-2364,TIC 39414571,b,4.0197445,0.0000016,-0.0000016,2459058.21397,0.00039,-0.00038,BJD_TDB,0.0491,0.0012,-0.0016,0.036,0.049,-0.026,180,110,-110,89.39,0.46,-0.81,0.12,0.17,-0.09,0.826,0.015,-0.013,0.210,0.027,-0.029,,,,1.088,0.042,-0.034,2.811,0.033,-0.029,11.80,0.30,-0.38,0.0950,0.0017,-0.0015,27.9,3.6,-3.9,979,16,-12,0,19,-17,,,,23.34,TOI-2364,1,999,5232,67,-71,0.880,0.024,-0.021,0.927,0.042,-0.043,0.331,0.076,-0.078,[Fe/H],4.518,0.025,-0.032,5.1,4.8,-3.5,1.77,0.17,-0.12,1,1,1.0,N
TOI-2374 b,TOI-2374,TIC 439366538,b,4.3136255,0.0000099,-0.0000098,2458326.5621,0.0023,-0.0023,BJD_TDB,0.0493,0.0015,-0.0014,0.149,0.070,-0.063,71,17,-18,87.09,0.37,-0.27,0.61,0.07,-0.11,0.683,0.025,-0.027,0.177,0.016,-0.017,,,,0.93,0.12,-0.10,1.899,0.041,-0.038,13.73,0.41,-0.40,0.0909,0.0033,-0.0035,26.9,2.1,-2.3,835,12,-12,101,17,-17,,,,4.83,TOI-2374,1,999,4833,69,-69,0.754,0.022,-0.021,0.799,0.033,-0.031,0.164,0.078,-0.079,[Fe/H],4.586,0.028,-0.028,5.8,5.0,-4.0,0.53,0.20,-0.16,1,1,1.0,N
TOI-2485 b,TOI-2485,TIC 328934463,b,11.234815,0.000047,-0.000049,2458939.7839,0.0014,-0.0014,BJD_TDB,0.1082,0.0052,-0.0066,0.045,0.029,-0.025,62,77,-31,88.42,0.89,-0.79,0.35,0.15,-0.19,1.204,0.023,-0.024,2.24,0.18,-0.14,,,,0.527,0.016,-0.015,6.45,0.12,-0.10,12.99,0.63,-0.79,0.0691,0.0013,-0.0014,190.2,8.9,-8.5,1054,33,-25,-20,17,-14,,,,17.36,TOI-2485,1,999,5850,100,-110,1.739,0.080,-0.068,1.21,0.12,-0.09,0.130,0.077,-0.079,[Fe/H],4.046,0.048,-0.065,5.4,2.0,-1.9,4.38,0.43,-0.41,1,1,1.0,N
TOI-2524 b,TOI-2524,TIC 169249234,b,7.1858086,0.0000040,-0.0000042,2459527.43092,0.00040,-0.00040,BJD_TDB,0.0742,0.0029,-0.0031,0.043,0.041,-0.030,120,160,-60,89.17,0.57,-0.65,0.19,0.15,-0.13,1.162,0.025,-0.022,0.611,0.044,-0.046,,,,1.155,0.060,-0.050,4.242,0.037,-0.034,13.66,0.53,-0.56,0.1023,0.0022,-0.0019,67.9,3.5,-4.1,997,21,-19,9,50,-63,,,,2.02,TOI-2524,1,999,5741,99,-99,1.149,0.040,-0.035,1.003,0.064,-0.056,0.082,0.074,-0.069,[Fe/H],4.319,0.039,-0.042,7.9,3.3,-3.2,2.22,0.51,-0.48,1,1,1.0,N
TOI-2533 b,TOI-2533,TIC 418012030,b,6.685802,0.000015,-0.000015,2459521.7291,0.0012,-0.0012,BJD_TDB,0.0712,0.0032,-0.0043,0.2310,0.0044,-0.0045,102.8,2.3,-2.5,88.1,1.2,-0.9,0.36,0.14,-0.22,0.881,0.017,-0.022,76.3,5.4,-3.6,,,,0.727,0.018,-0.018,2.974,0.060,-0.052,13.97,0.62,-0.85,0.0826,0.0016,-0.0021,7467,71,-73,1089,35,-24,-6,17,-17,,,,14.69,TOI-2533,1,999,6300,130,-130,1.093,0.050,-0.041,1.064,0.057,-0.077,-0.29,0.12,-0.10,[Fe/H],4.390,0.042,-0.064,2.4,3.3,-1.7,6.63,0.93,-0.80,1,1,1.0,N
TOI-3362 b,TOI-3362,TIC 464300749,b,18.0953415,0.0000092,-0.0000089,2458529.32961,0.00081,-0.00084,BJD_TDB,0.1538,0.0074,-0.0069,0.738,0.015,-0.017,61,11,-6,85.5,2.1,-1.1,0.43,0.10,-0.21,1.107,0.021,-0.023,3.26,0.41,-0.37,,,,0.527,0.032,-0.030,2.825,0.030,-0.029,19.73,0.95,-0.89,0.0679,0.0013,-0.0014,307,28,-26,958,22,-22,-1.2,3.9,-4.4,,,,26.05,TOI-3362,1,999,6810,230,-190,1.693,0.066,-0.064,1.533,0.075,-0.080,0.037,0.066,-0.059,[Fe/H],4.165,0.045,-0.045,1.11,0.65,-0.51,21.7,1.6,-1.5,1,1,1.0,N
TOI-3714 b,TOI-3714,TIC 155867025,b,2.15484795,0.00000046,-0.00000045,2458840.51011,0.00028,-0.00028,BJD_TDB,0.02675,0.00069,-0.00067,0.059,0.029,-0.030,122,36,-44,88.25,0.84,-0.45,0.33,0.08,-0.16,1.045,0.022,-0.026,0.647,0.032,-0.026,,,,5.06,0.13,-0.13,1.636,0.021,-0.021,11.27,0.29,-0.28,0.2106,0.0044,-0.0053,172.6,9.5,-6.7,689.6,8.8,-8.7,-17,7,-13,,,,19.79,TOI-3714,1,999,3597,54,-53,0.502,0.016,-0.016,0.525,0.024,-0.025,0.157,0.079,-0.080,[Fe/H],4.756,0.022,-0.022,7.7,4.2,-4.8,1.09,0.12,-0.09,1,1,1.0,Y
TOI-3972 b,TOI-3972,TIC 284206913,b,10.5113737,0.0000025,-0.0000025,2459903.23946,0.00016,-0.00016,BJD_TDB,0.0938,0.0018,-0.0025,0.273,0.011,-0.010,112.9,2.3,-2.1,89.44,0.42,-0.55,0.16,0.15,-0.12,1.066,0.013,-0.010,3.16,0.10,-0.08,,,,1.598,0.014,-0.014,3.166,0.022,-0.020,21.46,0.42,-0.58,0.1166,0.0015,-0.0011,293.5,4.7,-4.6,739,10,-7,-29,36,-32,,,,5.98,TOI-3972,1,999,5322,59,-65,0.923,0.023,-0.019,0.937,0.048,-0.043,0.238,0.080,-0.077,[Fe/H],4.482,0.021,-0.028,6.3,4.1,-3.4,1.24,0.70,-0.26,1,1,1.0,N
TOI-4127 b,TOI-4127,TIC 141488193,b,56.398745,0.000073,-0.000071,2459765.10896,0.00077,-0.00076,BJD_TDB,0.3141,0.0077,-0.0082,0.7456,0.0085,-0.0092,129.5,2.3,-2.2,89.70,0.24,-0.46,0.08,0.12,-0.06,1.125,0.016,-0.017,2.308,0.078,-0.073,,,,0.935,0.022,-0.020,3.822,0.049,-0.044,51.6,1.3,-1.3,0.0883,0.0012,-0.0013,160.1,4.3,-4.2,568.2,7.5,-6.9,11,29,-26,,,,14.39,TOI-4127,1,999,6354,90,-89,1.294,0.033,-0.031,1.255,0.056,-0.063,0.16,0.11,-0.10,[Fe/H],4.313,0.024,-0.027,1.6,1.4,-1.0,6.6,1.6,-0.6,1,1,1.0,N
TOI-4201 b,TOI-4201,TIC 95057860,b,3.5819146,0.0000010,-0.0000011,2458470.96449,0.00062,-0.00062,BJD_TDB,0.03858,0.00090,-0.00084,0.031,0.020,-0.015,252,16,-35,88.25,0.25,-0.21,0.438,0.047,-0.059,1.105,0.017,-0.019,2.673,0.073,-0.073,,,,3.99,0.19,-0.19,2.238,0.021,-0.020,13.96,0.32,-0.30,0.1912,0.0030,-0.0032,470.3,6.5,-6.3,673.3,7.4,-7.7,-4.5,7.4,-7.5,,,,8.54,TOI-4201,1,999,3888,51,-49,0.604,0.016,-0.016,0.627,0.025,-0.025,0.29,0.11,-0.11,[Fe/H],4.674,0.020,-0.019,7.1,4.6,-4.7,1.73,0.22,-0.18,1,1,1.0,N
TOI-421 b,TOI-421,TIC 94986319,b,5.1975845,0.0000054,-0.0000052,2459189.73360,0.00064,-0.00068,BJD_TDB,0.0566,0.0017,-0.0019,0.129,0.097,-0.073,132,43,-28,86.01,0.32,-0.46,0.928,0.014,-0.022,0.357,0.054,-0.052,0.0230,0.0028,-0.0027,,,,0.148,0.061,-0.044,1.187,0.055,-0.060,14.74,0.44,-0.50,0.0444,0.0067,-0.0064,3.02,0.35,-0.34,906,16,-13,,,,,,,,TOI-421,1,999,5391,80,-79,0.824,0.025,-0.024,0.888,0.037,-0.041,0.008,0.071,-0.060,[Fe/H],4.556,0.028,-0.034,3.2,4.3,-2.4,,,,1,1,1.0,Y
