System,teff,teffuerr,tefflerr,pflag,lambdadeg,lambdauerr,lambdalerr,psi,psiuerr,psilerr,Author_string,Ephemeris_Url,normalized_lambdadeg,normalized_lambdauerr,normalized_lambdalerr,Albrecht2022_Excluded_Flag,BinaryMultiStarFlag,SOCatflag,Method,pl_orbper,pl_orbperuerr,pl_orbperlerr,pl_orbeccen,pl_orbeccenuerr,pl_orbeccenlerr,pl_orbsmax,pl_orbsmaxuerr,pl_orbsmaxlerr,pl_orbincl,pl_orbincluerr,pl_orbincllerr,pl_bmassj,pl_bmassjuerr,pl_bmassjlerr,pl_radj,pl_radjuerr,pl_radjlerr,pl_ratror,pl_ratroruerr,pl_ratrorlerr,pl_ratdor,pl_ratdoruerr,pl_ratdorlerr,pl_imppar,pl_impparuerr,pl_impparlerr,pl_trandur,pl_tranduruerr,pl_trandurlerr,st_teff,st_teffuerr,st_tefflerr,st_mass,st_massuerr,st_masslerr,st_rad,st_raduerr,st_radlerr,st_met,st_metuerr,st_metlerr,st_logg,st_logguerr,st_logglerr,st_age,st_ageuerr,st_agelerr
TOI-942c,4928,125,85,y,24.0,14.0,14.0,0.0,43.0,0.0,Teng_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..194T,24.0,14.0,14.0,0,N,y,RM,10.156272,3.7e-05,3.4e-05,0.32,0.23,0.16,0.08598,0.00027,0.00022,89.16,0.38,0.3,0.11641444,,,0.41663021,0.03033282,0.02676425,0.0479,0.0018,0.0012,17.88,0.22,0.32,0.149,0.119,0.093,1.91856,0.01968,0.02112,4969.0,100.0,100.0,0.822,0.0079,0.0064,0.894,0.056,0.052,-0.221,0.131,0.076,4.314,0.028,0.028,0.053,0.022,0.021
TRAPPIST-1b,2566,26,26,y,15.0,26.0,30.0,-999.0,-999.0,-999.0,Hirano_et_al.(2020),https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,15.0,26.0,30.0,0,,y,DT,1.510826,6e-06,6e-06,0.00622,0.00304,0.00304,0.01154,0.0001,0.0001,89.728,0.165,0.165,0.00432309,0.0002171,0.0002171,0.09956302,0.001249,0.00107057,0.0859,0.00037,0.00037,20.843,0.094,0.155,0.095,0.065,0.061,0.601,0.0018,0.0018,2566.0,26.0,26.0,0.0898,0.0023,0.0023,0.1192,0.0013,0.0013,0.04,0.08,0.08,5.2396,0.0056,0.0073,0.5,,
TRAPPIST-1e,2566,26,26,y,9.0,45.0,51.0,-999.0,-999.0,-999.0,Hirano_et_al.(2020),https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,9.0,45.0,51.0,0,,y,DT,6.101013,3.5e-05,3.5e-05,0.0051,0.00058,0.00058,0.02925,0.0025,0.0025,89.793,0.048,0.048,0.00217728,6.922e-05,6.922e-05,0.08207704,0.00115978,0.00107057,0.07079,0.00055,0.00055,52.855,0.239,0.392,0.191,0.041,0.041,0.9293,0.0043,0.0043,2566.0,26.0,26.0,0.0898,0.0023,0.0023,0.1192,0.0013,0.0013,0.04,0.08,0.08,5.2396,0.0056,0.0073,0.5,,
TRAPPIST-1f,2566,26,26,y,21.0,32.0,32.0,-999.0,-999.0,-999.0,Hirano_et_al.(2020),https://ui.adsabs.harvard.edu/abs/2020ApJ...890L..27H,21.0,32.0,32.0,0,,y,DT,9.20754,3.2e-05,3.2e-05,0.01007,0.00068,0.00068,0.03849,0.00033,0.00033,89.74,0.019,0.019,0.00326906,9.754e-05,9.754e-05,0.09322882,0.00115978,0.00107057,0.0804,0.00047,0.00047,69.543,0.314,0.516,0.312,0.023,0.018,1.048,0.0042,0.0042,2566.0,26.0,26.0,0.0898,0.0023,0.0023,0.1192,0.0013,0.0013,0.04,0.08,0.08,5.2396,0.0056,0.0073,0.5,,
TrES-1,5226,50,50,y,30.0,21.0,21.0,-999.0,-999.0,-999.0,Narita_et_al._(2007),https://ui.adsabs.harvard.edu/abs/2007PASJ...59..763N,30.0,21.0,21.0,0,FNG,y,RM,3.03007,8e-06,8e-06,0.0,,,0.03925,0.00056,0.0006,90.0,0.05,0.05,0.84,0.11,0.11,1.13,0.06,0.06,0.1358,0.0003,0.0003,10.48,0.28,0.28,0.191,0.067,0.067,2.508,0.00864,0.00864,5230.0,50.0,50.0,1.04,0.19,0.19,0.85,0.05,0.05,0.02,,,4.57,0.01,0.01,3.7,3.4,2.8
TrES-2,5850,50,50,y,-9.0,12.0,12.0,-999.0,-999.0,-999.0,Winn_et_al._(2008),https://ui.adsabs.harvard.edu/abs/2008ApJ...682.1283W,9.0,12.0,12.0,0,S,y,RM,2.4706133738,1.87e-08,1.87e-08,0.0,,,0.03555,,,83.908,,,1.253,0.052,0.052,1.189,0.025,0.025,,,,,,,,,,,,,5850.0,,,0.98,,,1.0,,,-0.15,,,,,,,,
TrES-4,6295,65,65,y,6.3,4.7,4.7,-999.0,-999.0,-999.0,Narita_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010PASJ...62..653N,6.3,4.7,4.7,0,SNG,y,RM,3.55395,7.5e-05,7.5e-05,0.0,,,0.05084,0.0005,0.0005,82.81,0.33,0.33,0.78,0.19,0.19,1.61,0.18,0.18,0.09965,4.7e-05,4.7e-05,6.04,0.23,0.23,0.755,0.015,0.015,3.6341388,0.0250661,0.0250661,6200.0,75.0,75.0,1.08,0.38,0.38,1.66,0.19,0.19,0.14,,,4.06,0.02,0.02,2.2,0.4,0.4
V1298_Tau_b,5050,100,100,n,2.0,12.0,4.0,-999.0,-999.0,-999.0,Gaidos_et_al._(2022)_LPVs,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2969G,2.0,12.0,4.0,0,SFN,n,DT,24.1396,0.0018,0.0018,0.29,,,0.1688,0.0026,0.0026,89.0,0.46,0.24,0.64,0.19,0.19,0.916,0.052,0.047,0.07,0.0023,0.0023,27.0,1.1,1.1,0.46,0.13,0.24,6.42,0.13,0.13,4941.0,31.0,16.0,1.101,0.049,0.051,1.345,0.056,0.051,0.1,0.15,0.15,4.227,0.01,0.008,0.023,0.004,0.004
V1298_Tau_b,5050,100,100,n,15.0,15.0,16.0,-999.0,-999.0,-999.0,Gaidos_et_al._(2022)_RV,https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.2969G,15.0,15.0,16.0,0,SFN,n,DT,24.1396,0.0018,0.0018,0.29,,,0.1688,0.0026,0.0026,89.0,0.46,0.24,0.64,0.19,0.19,0.916,0.052,0.047,0.07,0.0023,0.0023,27.0,1.1,1.1,0.46,0.13,0.24,6.42,0.13,0.13,4941.0,31.0,16.0,1.101,0.049,0.051,1.345,0.056,0.051,0.1,0.15,0.15,4.227,0.01,0.008,0.023,0.004,0.004
V1298_Tau_b,5050,100,100,y,4.0,7.0,10.0,8.0,4.0,7.0,Johnston_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2022AJ....163..247J,4.0,7.0,10.0,0,SFN,y,RM&DT,24.1396,0.0018,0.0018,0.29,,,0.1688,0.0026,0.0026,89.0,0.46,0.24,0.64,0.19,0.19,0.916,0.052,0.047,0.07,0.0023,0.0023,27.0,1.1,1.1,0.46,0.13,0.24,6.42,0.13,0.13,4941.0,31.0,16.0,1.101,0.049,0.051,1.345,0.056,0.051,0.1,0.15,0.15,4.227,0.01,0.008,0.023,0.004,0.004
V1298_Tau_c,5050,100,100,y,4.9,15.0,15.1,-999.0,-999.0,-999.0,Feinstein_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021AJ....162..213F,4.9,15.0,15.1,0,SFN,y,DT,8.24958,0.00072,0.00072,0.43,,,0.0825,0.0013,0.0013,88.49,0.92,0.72,0.24,,,0.499,0.032,0.029,0.0381,0.0017,0.0017,13.19,0.55,0.55,0.34,0.19,0.21,4.66,0.12,0.12,4941.0,31.0,16.0,1.101,0.049,0.051,1.345,0.056,0.051,0.1,0.15,0.15,4.227,0.01,0.008,0.023,0.004,0.004
WASP-001,6160,64,64,n,-79.0,4.5,4.3,-999.0,-999.0,-999.0,Simpson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S,79.0,4.3,4.5,1,N,n,RM,2.5199454,5e-07,5e-07,0.0,,,0.03889,0.00053,0.00073,90.0,1.3,1.3,0.854,0.057,0.052,1.483,0.024,0.034,0.10362,0.00074,0.00075,5.687,0.034,0.061,0.0,0.12,0.12,3.7121363,0.0315938,0.0315938,6110.0,50.0,50.0,1.24,0.05,0.07,1.47,0.022,0.032,0.17,0.05,0.05,4.207,0.045,0.028,3.4,1.2,0.6
WASP-001,6160,64,64,y,-59.0,99.0,26.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJ...738...50A,59.0,26.0,99.0,1,N,y,RM,2.5199454,5e-07,5e-07,0.0,,,0.03889,0.00053,0.00073,90.0,1.3,1.3,0.854,0.057,0.052,1.483,0.024,0.034,0.10362,0.00074,0.00075,5.687,0.034,0.061,0.0,0.12,0.12,3.7121363,0.0315938,0.0315938,6110.0,50.0,50.0,1.24,0.05,0.07,1.47,0.022,0.032,0.17,0.05,0.05,4.207,0.045,0.028,3.4,1.2,0.6
WASP-002,5170,60,60,n,-153.0,15.0,11.0,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,153.0,11.0,15.0,1,SFN,y,RM,2.152175,1.2e-05,1.1e-05,0.0054,0.009,0.0044,0.03144,0.00088,0.00087,84.49,0.17,0.18,0.931,0.06,0.058,1.081,0.041,0.04,0.12831,0.00098,0.001,7.81,0.13,0.14,0.749,0.012,0.013,1.78824,0.02376,0.02256,5180.0,190.0,190.0,0.895,0.077,0.072,0.866,0.031,0.03,0.12,0.21,0.19,4.514,0.018,0.018,8.2,6.8,3.7
WASP-003,6440,120,120,n,15.0,10.0,9.0,-999.0,-999.0,-999.0,Simpson_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010MNRAS.405.1867S,15.0,10.0,9.0,0,N,n,RM,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,6400.0,100.0,100.0,1.62,0.53,0.53,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-003,6440,120,120,n,3.3,2.5,4.4,-999.0,-999.0,-999.0,Tripathi_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...715..421T,3.3,2.5,4.4,0,N,n,RM,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,6400.0,100.0,100.0,1.62,0.53,0.53,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-003,6440,120,120,y,5.0,6.0,5.0,-999.0,-999.0,-999.0,Miller_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..52M,5.0,6.0,5.0,0,N,y,DT,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,6400.0,100.0,100.0,1.62,0.53,0.53,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-003,6440,120,120,n,20.0,3.3,3.3,-999.0,-999.0,-999.0,Oshagh_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..35O,20.0,3.3,3.3,0,N,n,RM,1.84683,2e-06,2e-06,0.0,,,0.0315,0.0003,0.0003,85.06,0.16,0.16,2.43,0.53,0.53,1.42,0.17,0.17,0.105,0.012,0.012,5.18,0.35,0.35,0.511,0.02,0.02,2.7883,0.0217,0.0217,6400.0,100.0,100.0,1.62,0.53,0.53,1.44,0.12,0.12,0.0,,,4.25,0.05,0.05,2.1,1.2,1.2
WASP-004,5540,55,55,y,4.0,34.0,43.0,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,4.0,34.0,43.0,0,,y,RM,1.338231466,2.3e-08,2.2e-08,0.0,,,0.0226,0.0007,0.0008,89.06,0.65,0.84,1.186,0.09,0.098,1.321,0.039,0.039,0.15201,0.0004,0.00033,5.451,0.023,0.052,0.136,0.028,0.028,2.12832,0.00192,0.000336,5400.0,90.0,90.0,0.864,0.084,0.09,0.893,0.034,0.034,-0.07,0.19,0.19,4.47,0.11,0.11,7.0,,
WASP-004,5540,55,55,n,-1.0,14.0,12.0,-999.0,-999.0,-999.0,Sanchis-Ojeda_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJ...733..127S,1.0,12.0,14.0,0,,n,SC,1.338231466,2.3e-08,2.2e-08,0.0,,,0.0226,0.0007,0.0008,89.06,0.65,0.84,1.186,0.09,0.098,1.321,0.039,0.039,0.15201,0.0004,0.00033,5.451,0.023,0.052,0.136,0.028,0.028,2.12832,0.00192,0.000336,5400.0,90.0,90.0,0.864,0.084,0.09,0.893,0.034,0.034,-0.07,0.19,0.19,4.47,0.11,0.11,7.0,,
WASP-005,5770,65,65,y,12.1,8.0,10.0,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,12.1,8.0,10.0,0,,n,RM,1.6284279,2.2e-06,4.9e-06,0.038,0.026,0.018,0.0267,0.0012,0.0008,86.9,2.8,0.7,1.58,0.13,0.1,1.087,0.068,0.071,0.1108,0.0011,0.0011,5.4,0.15,0.13,0.31,0.06,0.28,2.3688,0.0528,0.048,5700.0,100.0,100.0,0.96,0.13,0.09,1.029,0.056,0.069,0.09,0.09,0.09,4.395,0.043,0.04,5.4,4.4,4.3
WASP-005,5770,65,65,n,7.2,9.5,9.5,-999.0,-999.0,-999.0,Fukui_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011PASJ...63..287F,7.2,9.5,9.5,0,,y,RM,1.6284279,2.2e-06,4.9e-06,0.038,0.026,0.018,0.0267,0.0012,0.0008,86.9,2.8,0.7,1.58,0.13,0.1,1.087,0.068,0.071,0.1108,0.0011,0.0011,5.4,0.15,0.13,0.31,0.06,0.28,2.3688,0.0528,0.048,5700.0,100.0,100.0,0.96,0.13,0.09,1.029,0.056,0.069,0.09,0.09,0.09,4.395,0.043,0.04,5.4,4.4,4.3
WASP-006,5375,65,65,n,-11.0,18.0,14.0,-999.0,-999.0,-999.0,Gillon_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009A%26A...501..785G,11.0,14.0,18.0,0,,y,RM,3.36101,2.8e-06,2.8e-06,0.05,0.02,0.02,0.04217,0.00079,0.0012,88.47,0.56,0.56,0.37,0.08,0.08,1.03,0.1,0.1,0.1446,0.0009,0.0009,10.62,0.41,0.41,0.332,0.052,0.084,2.5685869,0.0154193,0.0154193,5450.0,100.0,100.0,0.55,0.17,0.17,0.73,0.07,0.07,-0.2,,,4.6,0.2,0.2,11.0,3.0,7.0
WASP-006,5375,65,65,y,7.2,3.7,3.7,-999.0,-999.0,-999.0,Tregloan-Reed_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015MNRAS.450.1760T,7.2,3.7,3.7,0,,n,SC,3.36101,2.8e-06,2.8e-06,0.05,0.02,0.02,0.04217,0.00079,0.0012,88.47,0.56,0.56,0.37,0.08,0.08,1.03,0.1,0.1,0.1446,0.0009,0.0009,10.62,0.41,0.41,0.332,0.052,0.084,2.5685869,0.0154193,0.0154193,5450.0,100.0,100.0,0.55,0.17,0.17,0.73,0.07,0.07,-0.2,,,4.6,0.2,0.2,11.0,3.0,7.0
WASP-007,6520,70,70,y,86.0,6.0,6.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...744..189A,86.0,6.0,6.0,0,,y,RM,4.9546416,3.5e-06,3.5e-06,0.034,0.045,0.024,0.0617,0.0011,0.0011,87.03,0.93,0.93,0.96,0.13,0.13,1.33,0.093,0.093,0.0956,0.0016,0.0016,9.074,0.532,0.476,0.53,0.038,0.05,3.639,0.027,0.027,6400.0,100.0,100.0,1.276,0.065,0.065,1.432,0.092,0.092,0.0,0.1,0.1,4.232,0.047,0.047,2.4,0.9,1.1
WASP-008,5690,36,36,n,-123.3,3.4,4.4,-999.0,-999.0,-999.0,Queloz_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...517L...1Q,123.3,4.4,3.4,0,SFNG,n,RM,8.15872,1.5e-05,1.5e-05,0.31,0.0,0.0,0.0801,0.0015,0.0015,88.55,0.16,0.16,2.54,0.33,0.33,1.13,0.05,0.05,0.113,0.0015,0.0013,18.28,0.91,0.91,0.604,0.043,0.04,4.3968,0.072,0.0576,5600.0,80.0,80.0,1.34,0.26,0.26,1.03,0.04,0.04,0.17,,,4.5,0.1,0.1,4.0,1.0,1.0
WASP-008,5690,36,36,y,-143.0,1.6,1.5,-999.0,-999.0,-999.0,Bourrier_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A%26A...599A..33B,143.0,1.5,1.6,0,SFNG,y,RRM,8.15872,1.5e-05,1.5e-05,0.31,0.0,0.0,0.0801,0.0015,0.0015,88.55,0.16,0.16,2.54,0.33,0.33,1.13,0.05,0.05,0.113,0.0015,0.0013,18.28,0.91,0.91,0.604,0.043,0.04,4.3968,0.072,0.0576,5600.0,80.0,80.0,1.34,0.26,0.26,1.03,0.04,0.04,0.17,,,4.5,0.1,0.1,4.0,1.0,1.0
WASP-011,4900,65,65,y,7.0,5.0,5.0,-999.0,-999.0,-999.0,Mancini_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015A%26A...579A.136M,7.0,5.0,5.0,0,SFN,y,RM,3.72247,7e-06,7e-06,0.0,,,0.0435,0.0006,0.0006,89.8,0.5,0.5,0.79,0.17,0.17,1.11,0.1,0.1,0.131,0.0008,0.0008,12.71,0.64,0.64,0.054,0.168,0.05,2.556,0.029,0.007,4800.0,100.0,100.0,1.42,0.43,0.43,0.89,0.08,0.08,0.0,,,4.45,0.2,0.2,7.6,5.8,3.0
WASP-012,6265,50,50,y,59.0,15.0,20.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,59.0,15.0,20.0,0,SN,y,RM,1.091418901,1.8e-08,1.8e-08,0.0447,0.0043,0.0043,0.0234,0.001,0.001,81.8,0.29,0.27,1.47,0.076,0.069,1.965,0.088,0.087,0.117,0.0002,0.0002,3.0,0.016,0.0019,0.424,0.012,0.013,3.001,0.0043,0.0043,6265.0,50.0,50.0,1.325,0.026,0.018,1.69,0.019,0.018,0.12,0.07,0.07,4.11,0.11,0.11,3.05,0.32,0.32
WASP-013,6025,21,21,y,8.0,13.0,12.0,-999.0,-999.0,-999.0,Brothwell_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3392B,8.0,13.0,12.0,0,,y,RM,4.35301,3e-06,3e-06,0.0,,,0.05362,0.00074,0.00085,85.43,0.29,0.29,0.36,0.09,0.09,1.22,0.14,0.14,0.0932,0.001,0.0011,7.35,0.26,0.26,0.574,0.033,0.042,4.003,0.024,0.024,5950.0,70.0,70.0,0.72,0.25,0.25,1.37,0.15,0.15,0.0,,,4.06,0.1,0.1,5.0,2.6,1.7
WASP-014,6462,75,75,n,-14.0,21.0,13.0,-999.0,-999.0,-999.0,Joshi_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1532J,14.0,13.0,21.0,0,FNG,n,RM,2.24375,1e-05,1e-05,0.09,0.0,0.0,0.037,0.001,0.001,84.32,0.62,0.62,8.84,1.4,1.4,1.38,0.08,0.08,0.0942,0.0004,0.0004,6.05,0.34,0.34,0.499,0.194,0.12,2.574,0.014,0.014,6475.0,100.0,100.0,1.62,0.39,0.39,1.4,0.08,0.08,0.0,,,4.07,0.2,0.2,0.75,0.25,0.25
WASP-014,6462,75,75,y,-33.1,7.4,7.4,-999.0,-999.0,-999.0,Johnson_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009PASP..121.1104J,33.1,7.4,7.4,0,FNG,y,RM,2.24375,1e-05,1e-05,0.09,0.0,0.0,0.037,0.001,0.001,84.32,0.62,0.62,8.84,1.4,1.4,1.38,0.08,0.08,0.0942,0.0004,0.0004,6.05,0.34,0.34,0.499,0.194,0.12,2.574,0.014,0.014,6475.0,100.0,100.0,1.62,0.39,0.39,1.4,0.08,0.08,0.0,,,4.07,0.2,0.2,0.75,0.25,0.25
WASP-015,6573,70,70,y,-139.6,4.3,5.2,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,139.6,5.2,4.3,0,,y,RM,3.7521,1e-05,1e-05,0.0,,,0.05165,0.00067,0.00067,85.96,0.35,0.35,0.54,0.29,0.29,1.41,0.36,0.36,0.09842,0.00067,0.00058,7.29,0.38,0.38,0.525,0.037,0.028,3.7128,0.0288,0.0216,6300.0,100.0,100.0,1.18,0.93,0.93,1.48,0.38,0.38,-0.17,,,4.35,0.15,0.15,2.4,0.6,0.7
WASP-016,5630,70,70,y,-4.2,11.0,13.9,-999.0,-999.0,-999.0,Brown_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012MNRAS.423.1503B,4.2,13.9,11.0,0,,y,RM,3.1186,1.4e-05,1.4e-05,0.0,,,0.0415,0.00077,0.00077,85.22,0.35,0.35,1.24,0.25,0.25,1.22,0.1,0.1,0.1079,0.0012,0.0012,9.52,0.57,0.57,0.81,0.023,0.026,2.043274,0.024721,0.024721,5700.0,150.0,150.0,1.78,0.54,0.54,1.14,0.09,0.09,0.01,,,4.49,0.04,0.04,8.6,3.4,2.8
WASP-016,5630,70,70,n,11.0,26.0,19.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,11.0,26.0,19.0,0,,n,RM,3.1186,1.4e-05,1.4e-05,0.0,,,0.0415,0.00077,0.00077,85.22,0.35,0.35,1.24,0.25,0.25,1.22,0.1,0.1,0.1079,0.0012,0.0012,9.52,0.57,0.57,0.81,0.023,0.026,2.043274,0.024721,0.024721,5700.0,150.0,150.0,1.78,0.54,0.54,1.14,0.09,0.09,0.01,,,4.49,0.04,0.04,8.6,3.4,2.8
WASP-017,6550,100,100,n,-147.0,49.0,11.0,-999.0,-999.0,-999.0,Anderson_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...709..159A,147.0,11.0,49.0,0,,n,RM,3.73543,8e-06,8e-06,0.0,,,0.0515,0.00034,0.00034,86.63,0.42,0.42,0.78,0.23,0.23,1.87,0.24,0.24,0.12472,0.00016,0.00016,8.97,0.62,0.62,0.4,0.043,0.04,4.4232,0.0312,0.024,6550.0,100.0,100.0,2.28,0.99,0.99,1.49,0.19,0.19,-0.25,,,4.2,0.2,0.2,2.65,0.25,0.25
WASP-017,6550,100,100,n,167.4,11.2,11.2,-999.0,-999.0,-999.0,Bayliss_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...722L.224B,167.4,11.2,11.2,0,,n,RM,3.73543,8e-06,8e-06,0.0,,,0.0515,0.00034,0.00034,86.63,0.42,0.42,0.78,0.23,0.23,1.87,0.24,0.24,0.12472,0.00016,0.00016,8.97,0.62,0.62,0.4,0.043,0.04,4.4232,0.0312,0.024,6550.0,100.0,100.0,2.28,0.99,0.99,1.49,0.19,0.19,-0.25,,,4.2,0.2,0.2,2.65,0.25,0.25
WASP-017,6550,100,100,y,-148.5,4.2,5.4,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,148.5,5.4,4.2,0,,n,RM,3.73543,8e-06,8e-06,0.0,,,0.0515,0.00034,0.00034,86.63,0.42,0.42,0.78,0.23,0.23,1.87,0.24,0.24,0.12472,0.00016,0.00016,8.97,0.62,0.62,0.4,0.043,0.04,4.4232,0.0312,0.024,6550.0,100.0,100.0,2.28,0.99,0.99,1.49,0.19,0.19,-0.25,,,4.2,0.2,0.2,2.65,0.25,0.25
WASP-017,6550,100,100,n,-148.7,7.7,6.7,-999.0,-999.0,-999.0,Anderson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2108A,148.7,6.7,7.7,0,,y,RM,3.73543,8e-06,8e-06,0.0,,,0.0515,0.00034,0.00034,86.63,0.42,0.42,0.78,0.23,0.23,1.87,0.24,0.24,0.12472,0.00016,0.00016,8.97,0.62,0.62,0.4,0.043,0.04,4.4232,0.0312,0.024,6550.0,100.0,100.0,2.28,0.99,0.99,1.49,0.19,0.19,-0.25,,,4.2,0.2,0.2,2.65,0.25,0.25
WASP-018,6332,60,60,y,4.0,5.0,5.0,-999.0,-999.0,-999.0,Triaud_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..25T,4.0,5.0,5.0,0,FNG,n,RM,0.94145223,2.4e-07,2.4e-07,0.0051,0.007,0.0037,0.02024,0.00029,0.00031,83.5,2.0,1.6,10.2,0.35,0.35,1.24,0.079,0.079,0.1018,0.0011,0.0011,3.48,0.16,0.17,0.36,0.11,0.18,2.21,0.03,0.03,6432.0,48.0,48.0,1.294,0.063,0.061,1.319,0.061,0.062,0.107,0.08,0.08,4.31,0.036,0.033,1.57,1.4,0.94
WASP-018,6332,60,60,n,13.0,7.0,7.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,13.0,7.0,7.0,0,FNG,y,RM,0.94145223,2.4e-07,2.4e-07,0.0051,0.007,0.0037,0.02024,0.00029,0.00031,83.5,2.0,1.6,10.2,0.35,0.35,1.24,0.079,0.079,0.1018,0.0011,0.0011,3.48,0.16,0.17,0.36,0.11,0.18,2.21,0.03,0.03,6432.0,48.0,48.0,1.294,0.063,0.061,1.319,0.061,0.062,0.107,0.08,0.08,4.31,0.036,0.033,1.57,1.4,0.94
WASP-019,5460,90,90,n,4.6,5.2,5.2,0.0,20.0,20.0,Hellier_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJ...730L..31H,4.6,5.2,5.2,0,,n,RM,0.78883852,7.5e-07,8.2e-07,0.0126,0.014,0.0089,0.01652,0.0005,0.00056,79.08,0.34,0.37,1.154,0.078,0.08,1.415,0.044,0.048,0.1441,0.00049,0.0005,3.533,0.048,0.052,0.6671,0.0087,0.0091,1.607,0.007,0.007,5616.0,66.0,65.0,0.965,0.091,0.095,1.006,0.031,0.034,0.04,0.25,0.3,4.417,0.02,0.021,6.4,4.1,3.5
WASP-019,5460,90,90,n,15.0,11.0,11.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A,15.0,11.0,11.0,0,,n,RM,0.78883852,7.5e-07,8.2e-07,0.0126,0.014,0.0089,0.01652,0.0005,0.00056,79.08,0.34,0.37,1.154,0.078,0.08,1.415,0.044,0.048,0.1441,0.00049,0.0005,3.533,0.048,0.052,0.6671,0.0087,0.0091,1.607,0.007,0.007,5616.0,66.0,65.0,0.965,0.091,0.095,1.006,0.031,0.034,0.04,0.25,0.3,4.417,0.02,0.021,6.4,4.1,3.5
